rel,statut,level,level_conf,type,type_src,pages,chars,math_score,lycee_score,corrupt
7eme/mathematiques/corrections/Devoir-Corrige-de-Synthese-N-1-1er-Semestre-Math-7eme-2018-2019-Mr-Saem-Mongi.pdf,VALIDE,7e,CERTAIN,CORRIGE,CONTENU,2,2258,16,0,0.0
7eme/mathematiques/corrections/Devoir-de-Controle-N-1-Avec-correction-Math-1-7eme-2019-2020-Mr-Trabelsy-Badreddyne.pdf,VALIDE,7e,CERTAIN,CORRIGE,CONTENU,4,2668,6,0,0.001
7eme/mathematiques/corrections/Devoir-de-Controle-N-2-Avec-correction-Math-7eme-2019-2020-Mr-Hafsi-Salem.pdf,MIXTE_college_lycee,7e,CERTAIN,CORRIGE,CONTENU,4,2775,11,3,0.0
7eme/mathematiques/corrections/Devoir-de-Revision-N-1-College-pilote-Avec-correction-Math-7eme-2018-2019-Mme-Tekeri-Zeineb.pdf,VALIDE,7e,CERTAIN,CORRIGE,CONTENU,2,1929,9,0,0.0
7eme/mathematiques/corrections/Devoir-de-Synthese-N-1-Avec-correction-1er-Semestre-Math-7eme-2018-2019-Mr-Saem-Mongi-2.pdf,VALIDE,7e,CERTAIN,SYNTHESE,CONTENU,2,1331,16,0,0.0
7eme/mathematiques/corrections/Devoir-de-Synthese-N-1-Avec-correction-Math-7eme-2019-2020-Mr-Trabelsy-Badreddyne.pdf,VALIDE,7e,CERTAIN,CORRIGE,NOM_FICHIER,4,6061,8,1,0.052
7eme/mathematiques/corrections/Devoir-de-Synthese-N-1-Avec-correction-Math-7eme-2020-2021-Mme-Saoussen-Trabelsy.pdf,VALIDE,7e,CERTAIN,CORRIGE,NOM_FICHIER,4,6154,14,0,0.012
7eme/mathematiques/corrections/Devoir-de-controle-N-6-Corrige-Math-7eme-2009-2010-Mr-Aymen-Biz.pdf,CONTENU_MATH_FAIBLE,7e,CERTAIN,CORRIGE,NOM_FICHIER,3,205,0,0,0.0
7eme/mathematiques/cours/Cours-College-pilote-Math-7eme-2018-2019-Mme-Tekeri-Zeineb--2.pdf,VALIDE,7e,CERTAIN,COURS,NOM_FICHIER,2,1590,6,0,0.0
7eme/mathematiques/cours/Cours-College-pilote-Math-7eme-2018-2019-Mme-Tekeri-Zeineb--3.pdf,ENCODAGE_CORROMPU,7e,CERTAIN,COURS,NOM_FICHIER,1,581,4,0,0.229
7eme/mathematiques/cours/Cours-College-pilote-Math-7eme-2018-2019-Mme-Tekeri-Zeineb--4.pdf,ENCODAGE_CORROMPU,7e,CERTAIN,COURS,NOM_FICHIER,1,1165,2,0,0.078
7eme/mathematiques/cours/Cours-College-pilote-Math-7eme-2018-2019-Mme-Tekeri-Zeineb-.pdf,VALIDE,7e,CERTAIN,COURS,NOM_FICHIER,1,1563,3,0,0.001
7eme/mathematiques/cours/Cours-Math-7-7eme-2011-2012-Mr-Makram-Trabelsi-3.pdf,CONTENU_MATH_FAIBLE,7e,CERTAIN,COURS,NOM_FICHIER,1,950,0,0,0.0
7eme/mathematiques/cours/Cours-Math-7-7eme-2011-2012-Mr-Makram-Trabelsi-4.pdf,VALIDE,7e,CERTAIN,COURS,NOM_FICHIER,5,2391,17,0,0.0
7eme/mathematiques/cours/Cours-Math-7-7eme-2011-2012-Mr-Makram-Trabelsi.pdf,VALIDE,7e,CERTAIN,COURS,NOM_FICHIER,4,2696,7,0,0.013
7eme/mathematiques/cours/Cours-Math-7eme-2011-2012-Mr-Makram-Trabelsi-2.pdf,VALIDE,7e,CERTAIN,COURS,NOM_FICHIER,5,4272,10,0,0.022
7eme/mathematiques/cours/Cours-Math-7eme-2011-2012-Mr-Makram-Trabelsi-3.pdf,VALIDE,7e,CERTAIN,COURS,NOM_FICHIER,6,5957,14,0,0.042
7eme/mathematiques/cours/Cours-Math-7eme-2011-2012-Mr-Makram-Trabelsi.pdf,VALIDE,7e,CERTAIN,COURS,NOM_FICHIER,6,4369,10,0,0.03
7eme/mathematiques/cours/Cours-Math-7eme-2018-2019-Mr-Abdelghaffar-Sami.pdf,VALIDE,7e,CERTAIN,COURS,NOM_FICHIER,1,1689,2,0,0.0
7eme/mathematiques/cours/Cours-Math-7eme-2024-2025-Mme-Tahar-Mabrouka_watermark.pdf,VALIDE,7e,CERTAIN,COURS,NOM_FICHIER,4,3963,8,1,0.0
7eme/mathematiques/cours/Cours-Math-cours-7eme-2011-2012-Mr-Makram-Trabelsi-2.pdf,VALIDE,7e,CERTAIN,COURS,NOM_FICHIER,6,4376,11,0,0.001
7eme/mathematiques/cours/Cours-Math-cours-7eme-2011-2012-Mr-Makram-Trabelsi-3.pdf,VALIDE,7e,CERTAIN,COURS,NOM_FICHIER,6,4440,12,0,0.001
7eme/mathematiques/cours/Cours-Math-cours-7eme-2011-2012-Mr-Makram-Trabelsi-4.pdf,VALIDE,7e,CERTAIN,COURS,NOM_FICHIER,8,8152,14,0,0.033
7eme/mathematiques/cours/Cours-Math-cours-7eme-2011-2012-Mr-Makram-Trabelsi-5.pdf,VALIDE,7e,CERTAIN,COURS,NOM_FICHIER,6,5396,7,1,0.036
7eme/mathematiques/cours/Cours-Math-equations-du-second-degre-7eme-2011-2012-Mr-Hamed-Belhadj.pdf,VALIDE,7e,CERTAIN,COURS,NOM_FICHIER,3,3791,11,0,0.001
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-College-pilote-Math-7eme-2012-2013-Mr-souissi-nejah-2.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,2,4179,9,0,0.026
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-College-pilote-Math-7eme-2012-2013-Mr-souissi-nejah-3.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,2,4179,9,0,0.026
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-College-pilote-Math-7eme-2012-2013-Mr-souissi-nejah.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,2,4179,9,0,0.026
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-College-pilote-Math-7eme-2017-2018-Mr-Slim-Almia.pdf,VALIDE,7e,CERTAIN,CONTROLE,NOM_FICHIER,2,1543,11,0,0.003
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-College-pilote-SVT-devoir-7eme-2024-2025-Mr-hajri-taoufik_watermark.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,3,3543,2,0,0.003
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2012-2013-Mme-leila.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,3,1774,10,0,0.0
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2012-2013-Mr-Zouari-SAmi.pdf,VALIDE,7e,CERTAIN,CONTROLE,NOM_FICHIER,2,1095,9,0,0.0
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2012-2013-Mr-ben-amor-mohamed.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,2,3201,8,0,0.034
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2013-2014-Mr-Mouajria-Hattab.pdf,VALIDE,7e,CERTAIN,CONTROLE,NOM_FICHIER,2,4987,5,0,0.001
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2013-2014-Mr-bejaoui-atef.pdf,ENCODAGE_CORROMPU,7e,CERTAIN,CONTROLE,NOM_FICHIER,2,3029,2,0,0.083
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2013-2014-Mr-chokritaouai.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,1,3363,9,0,0.002
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2013-2014-Mr-kamel-jebrani.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,2,1786,5,0,0.0
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2014-2015-Mr-Ben-Amara-Mohamed-.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,2,1563,11,0,0.001
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2014-2015-Mr-Mathlouthi-Lotfi-.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,2,4236,8,0,0.001
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2015-2016-Mr-Baligh-abidi.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,2,1209,9,0,0.0
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2015-2016-Mr-Barkallah-Lotfi.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,1,1025,8,0,0.0
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2015-2016-Mr-Khlifi.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,3,4135,11,1,0.002
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2015-2016-Mr-Mathlouthi-Lotfi.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,2,3757,6,1,0.009
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2015-2016-Mr-Mejri-zied-2-.pdf,ENCODAGE_CORROMPU,7e,CERTAIN,CONTROLE,CONTENU,2,4504,10,0,0.082
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2015-2016-Mr-Mejri-zied.pdf,ENCODAGE_CORROMPU,7e,CERTAIN,CONTROLE,CONTENU,2,4179,8,0,0.098
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2015-2016-Mr-Zairi-Riadh.pdf,ENCODAGE_CORROMPU,7e,CERTAIN,CONTROLE,CONTENU,4,6395,8,0,0.128
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2015-2016-Mr-bouchriha-khaled.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,3,1333,10,1,0.001
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2016-2017-Mr-Salah-Ferjani.pdf,ENCODAGE_CORROMPU,7e,CERTAIN,CONTROLE,NOM_FICHIER,2,2689,9,0,0.077
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2017-2018-Mlle-Dissem-Yosr.pdf,ENCODAGE_CORROMPU,7e,CERTAIN,CONTROLE,CONTENU,2,2568,6,0,0.251
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2017-2018-Mme-Allani.pdf,VALIDE,7e,CERTAIN,CONTROLE,NOM_FICHIER,4,2502,11,0,0.0
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2017-2018-Mr-Ameur-Mounir.pdf,VALIDE,7e,CERTAIN,CONTROLE,NOM_FICHIER,2,3480,5,0,0.002
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2017-2018-Mr-Gandouli-Kamel.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,2,2881,9,0,0.0
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2017-2018-Mr-Hcine-Said.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,2,1326,6,0,0.0
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2017-2018-Mr-Khlifi-Anis.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,3,3639,12,1,0.002
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2017-2018-Mr-MaThlouthi-Lotfi.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,2,4657,10,0,0.004
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2017-2018-Mr-Moez-Esmiti.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,3,3563,11,0,0.039
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2017-2018-Mr-Mohamed-Ben-Ali.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,1,1308,6,0,0.021
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2017-2018-Mr-Naceur-Imed-1.pdf,NIVEAU_INCERTAIN,,CONFLIT:7e/8e,CONTROLE,CONTENU,3,1611,9,0,0.0
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2017-2018-Mr-Naceur-Imed.pdf,VALIDE,7e,CERTAIN,CONTROLE,NOM_FICHIER,2,1808,7,0,0.0
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2017-2018-Mr-Salah-Ferjani.pdf,ENCODAGE_CORROMPU,7e,CERTAIN,CONTROLE,NOM_FICHIER,2,3726,9,0,0.066
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2017-2018-Mr-SalahFerjani.pdf,VALIDE,7e,CERTAIN,CONTROLE,NOM_FICHIER,2,1561,11,0,0.0
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2017-2018-Mr-ZOUARI-SAMI.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,3,6230,9,0,0.0
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2018-2019-Mr-Allani-Najoua.pdf,VALIDE,7e,CERTAIN,CONTROLE,NOM_FICHIER,4,2584,11,0,0.0
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2018-2019-Mr-Ameur-Mounir.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,2,1317,11,0,0.001
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2018-2019-Mr-Bahar-Farouk.pdf,VALIDE,7e,CERTAIN,CONTROLE,NOM_FICHIER,2,7831,6,0,0.002
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2018-2019-Mr-Hafsi-Salem.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,2,1221,9,1,0.006
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2018-2019-Mr-Imed-Naceur.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,3,1016,9,0,0.0
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2018-2019-Mr-Moez-esmiti.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,2,3478,8,0,0.06
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2019-2020-Mr-Chelly-Sami.pdf,VALIDE,7e,CERTAIN,CONTROLE,NOM_FICHIER,2,3667,6,0,0.04
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2019-2020-Mr-Ghanmi.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,3,4815,7,0,0.014
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2019-2020-Mr-Hafsi-Salem.pdf,ENCODAGE_CORROMPU,7e,CERTAIN,CONTROLE,NOM_FICHIER,2,3205,7,1,0.083
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2020-2021-Mr-ESMITI-MOEZ.pdf,ENCODAGE_CORROMPU,7e,CERTAIN,CONTROLE,CONTENU,2,2769,7,0,0.09
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2020-2021-Mr-Gharbi-Ridha.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,2,1401,11,0,0.001
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-DEVOIR-7eme-2025-2026-Mr-GHARBI-RIDHA-stamped-compressed.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,2,1330,11,0,0.0
7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-sciences-de-la-vie-et-de-la-terre-7eme-2010-2011-Mme-MAGRAOUI.pdf,CONTENU_MATH_FAIBLE,7e,CERTAIN,CONTROLE,NOM_FICHIER,2,2641,0,0,0.001
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-College-pilote-Math-7eme-2012-2013-Mr-abbedi-othmen.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,2,1354,9,1,0.0
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-College-pilote-Math-7eme-2012-2013-Mr-fulla-zeineb.pdf,CONTENU_MATH_FAIBLE,7e,CERTAIN,CONTROLE,NOM_FICHIER,2,1744,0,0,0.0
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-College-pilote-Math-7eme-2012-2013-Mr-souissi-nejah-2.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,2,4179,9,0,0.026
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-College-pilote-Math-7eme-2012-2013-Mr-souissi-nejah.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,3,4033,7,1,0.014
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-College-pilote-Math-7eme-2017-2018-Mme-Tekeri-Zeineb.pdf,ENCODAGE_CORROMPU,7e,CERTAIN,CONTROLE,NOM_FICHIER,2,4268,10,0,0.125
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-College-pilote-Math-7eme-2018-2019-Mme-Tekeri-Zeineb.pdf,ENCODAGE_CORROMPU,7e,CERTAIN,CONTROLE,NOM_FICHIER,2,3013,8,0,0.196
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-College-pilote-Math-7eme-2019-2020-Mr-Oueslati.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,2,1301,10,0,0.002
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-College-pilote-Math-7eme-2023-2024-Mr-.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,2,1338,14,0,0.0
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-College-pilote-Math-7eme-2024-2025-Mme-Hanchi-Imen.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,1,1567,7,1,0.005
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Englais-7eme-2023-2024-.pdf,CONTENU_MATH_FAIBLE,7e,CERTAIN,CONTROLE,NOM_FICHIER,2,3198,0,0,0.002
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2011-2012-Mr-RIAHI-MEHER.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,4,1408,13,0,0.0
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2012-2013-Mr-Taamallah-Bechir.pdf,ENCODAGE_CORROMPU,7e,CERTAIN,CONTROLE,CONTENU,2,4792,12,1,0.066
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2012-2013-Mr-abbedi-othmen.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,2,1354,9,1,0.0
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2012-2013-Mr-kallel-med-2.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,3,4431,8,0,0.023
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2012-2013-Mr-kallel-med.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,3,4431,8,0,0.023
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2012-2013-Mr-khoudi-mohsen-2.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,2,1153,11,1,0.0
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2012-2013-Mr-khoudi-mohsen.pdf,VALIDE,7e,CERTAIN,CONTROLE,NOM_FICHIER,2,3191,10,1,0.014
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2012-2013-Mr-mejri-zied-2.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,3,1150,9,1,0.0
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2012-2013-Mr-mejri-zied.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,2,1032,7,1,0.0
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2012-2013-Mr-sadok-majdi.pdf,MIXTE_college_lycee,7e,CERTAIN,CONTROLE,CONTENU,2,3749,4,2,0.002
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2012-2013-Mr-souissi-nejah.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,3,4033,7,1,0.014
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2013-2014-Mme-Khammassi-Leila.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,3,1758,10,1,0.0
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2013-2014-Mme-TRABELSI-.pdf,MIXTE_college_lycee,7e,CERTAIN,CONTROLE,CONTENU,2,2207,9,2,0.385
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2013-2014-Mr-MEJRI-ZIED.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,2,2829,11,1,0.038
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2013-2014-Mr-garrab-wissem.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,2,3611,10,0,0.036
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2014-2015-Mr-Amamria.pdf,ENCODAGE_CORROMPU,7e,CERTAIN,CONTROLE,CONTENU,2,2692,13,1,0.094
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2014-2015-Mr-Faouzi.pdf,ENCODAGE_CORROMPU,7e,CERTAIN,CONTROLE,NOM_FICHIER,2,3218,7,1,0.064
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2014-2015-Mr-Hichem-Khechine-.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,2,918,13,0,0.0
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2014-2015-Mr-Khlifi-Maher.pdf,ENCODAGE_CORROMPU,7e,CERTAIN,CONTROLE,CONTENU,3,2366,8,1,0.112
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2014-2015-Mr-Mathlouthi-Lotfi.pdf,MIXTE_college_lycee,7e,CERTAIN,CONTROLE,CONTENU,2,3696,9,2,0.006
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2014-2015-Mr-Mezhoud-.pdf,ENCODAGE_CORROMPU,7e,CERTAIN,CONTROLE,CONTENU,2,2255,8,1,0.134
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2014-2015-Mr-maher-KHLIFI.pdf,ENCODAGE_CORROMPU,7e,CERTAIN,CONTROLE,CONTENU,3,2366,8,1,0.112
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2015-2016-Mr-Mathlouthi-Lotfi.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,2,3820,12,1,0.007
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2015-2016-Mr-Trabelsy-Badreddyne.pdf,VALIDE,7e,CERTAIN,CONTROLE,NOM_FICHIER,2,947,10,0,0.003
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2015-2016-Mr-Zairi-Riadh.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,4,7468,9,1,0.049
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2015-2016-Mr-khemiri-Tarek.pdf,ENCODAGE_CORROMPU,7e,CERTAIN,CONTROLE,NOM_FICHIER,2,3283,12,0,0.078
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2016-2017-Mr-FAOUZI.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,2,1224,12,1,0.005
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2016-2017-Mr-Hafsi-Salem.pdf,ENCODAGE_CORROMPU,7e,CERTAIN,CONTROLE,CONTENU,2,3155,10,1,0.193
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2017-2018-Mr-CHELLY-SAMI.pdf,CONTENU_MATH_FAIBLE,7e,CERTAIN,CONTROLE,NOM_FICHIER,2,3499,1,0,0.049
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2017-2018-Mr-Ferjani-Salah.pdf,ENCODAGE_CORROMPU,7e,CERTAIN,CONTROLE,NOM_FICHIER,2,3072,9,1,0.062
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2017-2018-Mr-Hafsi-Salem.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,2,2860,7,1,0.001
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2017-2018-Mr-Khemiri-Tarek.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,2,5071,11,0,0.0
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2017-2018-Mr-Mme-Allani.pdf,VALIDE,7e,CERTAIN,CONTROLE,NOM_FICHIER,4,2382,9,1,0.0
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2017-2018-Mr-ZOUARI-SAMI.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,1,911,8,1,0.008
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2018-2019-Mr-Ameur-Mounir.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,2,1599,13,1,0.003
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2018-2019-Mr-Moez-Esmiti.pdf,ENCODAGE_CORROMPU,7e,CERTAIN,CONTROLE,CONTENU,3,3235,12,1,0.062
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2020-2021-Mr-Gharbi-Ridha.pdf,MIXTE_college_lycee,7e,CERTAIN,CONTROLE,CONTENU,2,3981,9,2,0.027
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2023-2024-Mr-GHARBI-RIDHA.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,3,1478,12,1,0.003
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-7eme-2024-2025-Mr-GHARBI-RIDHA.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,2,1406,11,1,0.003
7eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-DEVOIR-7eme-2025-2026-Mr-GHARBI-RIDHA-stamped-compressed.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,2,2445,12,0,0.001
7eme/mathematiques/devoirs/Devoir-de-Controle-N-3-2eme-Semestre-Math-7eme-2017-2018-Mr-Baccar-Achraf.pdf,VALIDE,7e,CERTAIN,CONTROLE,NOM_FICHIER,4,5372,13,0,0.001
7eme/mathematiques/devoirs/Devoir-de-Controle-N-3-Education-Civile-7eme-2023-2024-.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,1,680,3,0,0.0
7eme/mathematiques/devoirs/Devoir-de-Controle-N-3-Education-Civile-7eme-2023-2024-2-.pdf,VALIDE,7e,CERTAIN,CONTROLE,CONTENU,1,695,4,0,0.0
7eme/mathematiques/devoirs/Devoir-de-Controle-N-3-Education-Civile-7eme-2023-2024-3-.pdf,VALIDE,7e,CERTAIN,CONTROLE,NOM_FICHIER,1,591,3,0,0.0
7eme/mathematiques/devoirs/Devoir-de-Controle-N-3-Englais-7eme-2023-2024-.pdf,CONTENU_MATH_FAIBLE,7e,CERTAIN,CONTROLE,NOM_FICHIER,3,3189,0,0,0.0
